gene,species,timepoint,expression
gene_294,species_1,t3,0.5698395069384086
gene_294,species_2,t0,0.17423320664653325
gene_294,species_2,t1,0.5312126112259867
gene_294,species_2,t2,0.0
gene_294,species_2,t3,0.0
gene_294,species_3,t0,0.0
gene_294,species_3,t1,1.116456062378618
gene_294,species_3,t2,3.5000680054977105
gene_294,species_3,t3,0.5395637516190684
gene_295,species_1,t0,0.27856519672281455
gene_295,species_1,t1,0.014086507327845998
gene_295,species_1,t2,2.1180212006284664
gene_295,species_1,t3,0.6685566720120997
gene_295,species_2,t0,0.6721523169806136
gene_295,species_2,t1,0.0
gene_295,species_2,t2,0.0853265976558353
gene_295,species_2,t3,0.7641094258122365
gene_295,species_3,t0,0.0
gene_295,species_3,t1,2.834384197836346
gene_295,species_3,t2,0.0
gene_295,species_3,t3,1.2099037609699934
gene_296,species_1,t0,0.10825280066975712
gene_296,species_1,t1,0.0
gene_296,species_1,t2,0.004916777683635909
gene_296,species_1,t3,0.0
gene_296,species_2,t0,0.0
gene_296,species_2,t1,0.0
gene_296,species_2,t2,2.660337875304988
gene_296,species_2,t3,1.5189651712140397
gene_296,species_3,t0,0.0
gene_296,species_3,t1,0.6618961157031324
gene_296,species_3,t2,0.5783165315229567
gene_296,species_3,t3,0.0
gene_297,species_1,t0,0.0
gene_297,species_1,t1,1.342452940282047
gene_297,species_1,t2,0.24991487645832797
gene_297,species_1,t3,0.183593011852523
gene_297,species_2,t0,0.08664436954700205
gene_297,species_2,t1,2.0978540877403873
gene_297,species_2,t2,3.21394105012599
gene_297,species_2,t3,1.6485527188199678
gene_297,species_3,t0,0.0
gene_297,species_3,t1,0.0
gene_297,species_3,t2,2.7224044208941667
gene_297,species_3,t3,0.03715451885827538
gene_298,species_1,t0,0.5287239626202705
gene_298,species_1,t1,0.5926107239310417
gene_298,species_1,t2,1.4272559053338951
gene_298,species_1,t3,0.0
gene_298,species_2,t0,0.16788260073617756
gene_298,species_2,t1,0.0
gene_298,species_2,t2,0.0894375367609464
gene_298,species_2,t3,0.22909162753254717
gene_298,species_3,t0,0.35747327286229513
gene_298,species_3,t1,1.589458020141149
gene_298,species_3,t2,0.919416658734284
gene_298,species_3,t3,0.0
gene_299,species_1,t0,1.6941197577944556
gene_299,species_1,t1,3.5843818876509435
gene_299,species_1,t2,2.9904442963039126
gene_299,species_1,t3,0.0
gene_299,species_2,t0,0.2889040573847859
gene_299,species_2,t1,0.0
gene_299,species_2,t2,0.7033622280887326
gene_299,species_2,t3,0.18873252655497694
gene_299,species_3,t0,1.2799118932579527
gene_299,species_3,t1,1.92877024745011
gene_299,species_3,t2,3.3688905751191154
gene_299,species_3,t3,0.0
gene_300,species_1,t0,0.28063272910366377
gene_300,species_1,t1,0.9905365250612214
gene_300,species_1,t2,0.06531461705699143
gene_300,species_1,t3,0.0
gene_300,species_2,t0,0.40985439516029043
gene_300,species_2,t1,0.14276770977973424
gene_300,species_2,t2,0.44226302041950905
gene_300,species_2,t3,0.0
gene_300,species_3,t0,0.0
gene_300,species_3,t1,0.0
gene_300,species_3,t2,1.4441026825054126
gene_300,species_3,t3,0.6877846382183932
gene_301,species_1,t0,2.9561884813226955
gene_301,species_1,t1,0.0
gene_301,species_1,t2,5.393555681430316
gene_301,species_1,t3,1.4569489958002457
gene_301,species_2,t0,0.04356076707586423
gene_301,species_2,t1,0.0
gene_301,species_2,t2,0.4784775943372488
gene_301,species_2,t3,0.37741873960648387
gene_301,species_3,t0,0.0
gene_301,species_3,t1,4.935579436344655
gene_301,species_3,t2,2.870440442509037
gene_301,species_3,t3,0.587139665599392
gene_302,species_1,t0,0.0
gene_302,species_1,t1,0.26444822489025505
gene_302,species_1,t2,0.0
gene_302,species_1,t3,0.2030776895728278
gene_302,species_2,t0,0.0
gene_302,species_2,t1,0.0
gene_302,species_2,t2,0.14156990729687896
gene_302,species_2,t3,0.06074994974036299
gene_302,species_3,t0,0.0
gene_302,species_3,t1,0.6032678984540841
gene_302,species_3,t2,0.15813480494848914
gene_302,species_3,t3,0.32330093413307515
gene_303,species_1,t0,0.7830472063612477
gene_303,species_1,t1,0.0
gene_303,species_1,t2,2.307201911839357
gene_303,species_1,t3,0.0
gene_303,species_2,t0,0.0
gene_303,species_2,t1,0.37839750113647747
gene_303,species_2,t2,1.9886790254215474
gene_303,species_2,t3,1.8018647794133258
gene_303,species_3,t0,0.0
gene_303,species_3,t1,2.078016257232313
gene_303,species_3,t2,0.0
gene_303,species_3,t3,0.6473477992492823
gene_304,species_1,t0,1.2365041369269945
gene_304,species_1,t1,2.592901219116504
gene_304,species_1,t2,2.009439295119637
gene_304,species_1,t3,0.0
gene_304,species_2,t0,0.0
gene_304,species_2,t1,0.23420872452586397
gene_304,species_2,t2,0.5008392125074695
gene_304,species_2,t3,0.3795113437537495
gene_304,species_3,t0,1.1470396122866626
gene_304,species_3,t1,1.5701447844484417
gene_304,species_3,t2,2.028753866988492
gene_304,species_3,t3,0.44971422098625397
gene_305,species_1,t0,1.231825054651617
gene_305,species_1,t1,2.0691893384484827
gene_305,species_1,t2,2.8229592668302277
gene_305,species_1,t3,0.85817340462197
gene_305,species_2,t0,0.12271287224128374
gene_305,species_2,t1,0.7821902803238682
gene_305,species_2,t2,0.31430485173768474
gene_305,species_2,t3,0.1713540990504858
gene_305,species_3,t0,0.0
gene_305,species_3,t1,2.7398704969425265
gene_305,species_3,t2,0.48637167357622535
gene_305,species_3,t3,0.0
gene_306,species_1,t0,0.0
gene_306,species_1,t1,3.2155594194101913
gene_306,species_1,t2,2.116073985793943
gene_306,species_1,t3,0.5706838805804151
gene_306,species_2,t0,0.3901227579776102
gene_306,species_2,t1,0.20959912694872387
gene_306,species_2,t2,0.0
gene_306,species_2,t3,0.14405949702758306
gene_306,species_3,t0,1.221470285717846
gene_306,species_3,t1,1.434639703600445
gene_306,species_3,t2,0.0
gene_306,species_3,t3,0.9253311687690637
gene_307,species_1,t0,0.7752254577330955
gene_307,species_1,t1,0.0
gene_307,species_1,t2,0.0
gene_307,species_1,t3,0.6317316276221633
gene_307,species_2,t0,0.0
gene_307,species_2,t1,0.0
gene_307,species_2,t2,0.41628322491832775
gene_307,species_2,t3,0.5305858868791309
gene_307,species_3,t0,0.0
gene_307,species_3,t1,2.6841625063299386
gene_307,species_3,t2,0.0
gene_307,species_3,t3,0.0
gene_308,species_1,t0,0.6946390503694531
gene_308,species_1,t1,0.0
gene_308,species_1,t2,1.0005851600713385
gene_308,species_1,t3,0.0
gene_308,species_2,t0,0.0
gene_308,species_2,t1,0.0
gene_308,species_2,t2,1.49845984221121
gene_308,species_2,t3,0.0
gene_308,species_3,t0,0.05539534446526681
gene_308,species_3,t1,1.382915143015855
gene_308,species_3,t2,0.027635945239845566
gene_308,species_3,t3,0.2921296645693596
gene_309,species_1,t0,0.0
gene_309,species_1,t1,0.10402986994765033
gene_309,species_1,t2,0.5382669324760121
gene_309,species_1,t3,0.0
gene_309,species_2,t0,0.3009207585777628
gene_309,species_2,t1,0.4891054083059282
gene_309,species_2,t2,1.1035390402206477
gene_309,species_2,t3,1.0494297607790541
gene_309,species_3,t0,0.26582695888699476
gene_309,species_3,t1,0.45482622484197344
gene_309,species_3,t2,0.5360545296559179
gene_309,species_3,t3,0.0
gene_310,species_1,t0,0.0
gene_310,species_1,t1,1.3603210678502642
gene_310,species_1,t2,1.2133913771349345
gene_310,species_1,t3,0.0
gene_310,species_2,t0,0.41086335085771475
gene_310,species_2,t1,0.0
gene_310,species_2,t2,0.0
gene_310,species_2,t3,1.0122421456770565
gene_310,species_3,t0,0.3035344735237399
gene_310,species_3,t1,1.1455525929924761
gene_310,species_3,t2,1.473310795211924
gene_310,species_3,t3,0.0
gene_311,species_1,t0,0.0
gene_311,species_1,t1,0.0
gene_311,species_1,t2,0.0
gene_311,species_1,t3,0.0
gene_311,species_2,t0,0.042743770126501685
gene_311,species_2,t1,0.9869754796747664
gene_311,species_2,t2,1.9406755984513109
gene_311,species_2,t3,0.8612010203313248
gene_311,species_3,t0,0.2923278129136541
gene_311,species_3,t1,0.0
gene_311,species_3,t2,0.6562779528266361
gene_311,species_3,t3,0.27146968214012257
gene_312,species_1,t0,0.26426037695198373
gene_312,species_1,t1,0.39517958488277927
gene_312,species_1,t2,2.03206256632102
gene_312,species_1,t3,0.6351645676138287
gene_312,species_2,t0,0.42306375872796986
gene_312,species_2,t1,1.888150494903198
gene_312,species_2,t2,1.9990173652864769
gene_312,species_2,t3,0.31806838269181636
gene_312,species_3,t0,0.3432085379982814
gene_312,species_3,t1,3.0867279046554317
gene_312,species_3,t2,0.0
gene_312,species_3,t3,0.0
gene_313,species_1,t0,0.5243437209078556
gene_313,species_1,t1,1.2377237657350775
gene_313,species_1,t2,0.496756582910251
gene_313,species_1,t3,0.06642612678727758
gene_313,species_2,t0,0.3095324600115773
gene_313,species_2,t1,0.02336195659663705
gene_313,species_2,t2,0.0
gene_313,species_2,t3,0.0
gene_313,species_3,t0,0.22268863415806753
gene_313,species_3,t1,0.1304335515222089
gene_313,species_3,t2,0.0
gene_313,species_3,t3,0.8150833138533489
gene_314,species_1,t0,0.6678295550567807
gene_314,species_1,t1,2.323756489288955
gene_314,species_1,t2,2.4269194056948042
gene_314,species_1,t3,1.1125568421560574
gene_314,species_2,t0,0.0
gene_314,species_2,t1,1.6467313078005863
gene_314,species_2,t2,0.0
gene_314,species_2,t3,2.5887537128838334
gene_314,species_3,t0,1.510944887035709
gene_314,species_3,t1,0.9715654481583395
gene_314,species_3,t2,1.5580249419782624
gene_314,species_3,t3,0.0
gene_315,species_1,t0,1.682312158108622
gene_315,species_1,t1,3.4334635065550585
gene_315,species_1,t2,1.837265794011755
gene_315,species_1,t3,0.0
gene_315,species_2,t0,0.5655018426160769
gene_315,species_2,t1,0.2924873303726089
gene_315,species_2,t2,0.0
gene_315,species_2,t3,0.610036747496977
gene_315,species_3,t0,0.0
gene_315,species_3,t1,0.5177009465130615
gene_315,species_3,t2,4.58035814029708
gene_315,species_3,t3,1.5442437567424223
gene_316,species_1,t0,0.0
gene_316,species_1,t1,3.345018597392618
gene_316,species_1,t2,3.563549837265667
gene_316,species_1,t3,0.8390045003126663
gene_316,species_2,t0,0.2958083171048973
gene_316,species_2,t1,1.3023084277947523
gene_316,species_2,t2,1.2139668670835273
gene_316,species_2,t3,0.0
gene_316,species_3,t0,1.1199103941245452
gene_316,species_3,t1,3.360332419397067
gene_316,species_3,t2,0.0
gene_316,species_3,t3,0.6626345932891416
gene_317,species_1,t0,1.1209963952537754
gene_317,species_1,t1,2.0330271049180535
gene_317,species_1,t2,1.950274547573156
gene_317,species_1,t3,0.5879635400332515
gene_317,species_2,t0,0.18386765836352492
gene_317,species_2,t1,0.01838269349975289
gene_317,species_2,t2,0.0
gene_317,species_2,t3,0.21930735445660274
gene_317,species_3,t0,0.9380904370925781
gene_317,species_3,t1,1.5072837909003989
gene_317,species_3,t2,1.3255961081927374
gene_317,species_3,t3,0.2806936656758778
gene_318,species_1,t0,0.9578746968366643
gene_318,species_1,t1,0.0
gene_318,species_1,t2,1.566695505925858
gene_318,species_1,t3,0.0
gene_318,species_2,t0,0.0
gene_318,species_2,t1,0.5839724596997198
gene_318,species_2,t2,1.5736558692635254
gene_318,species_2,t3,0.5369189018790185
gene_318,species_3,t0,1.1361897395977536
gene_318,species_3,t1,0.5689714728913567
gene_318,species_3,t2,2.480686564815342
gene_318,species_3,t3,0.6654815232019444
gene_319,species_1,t0,0.7169149675536736
gene_319,species_1,t1,0.9370385858156245
gene_319,species_1,t2,0.0
gene_319,species_1,t3,0.2909399303625632
gene_319,species_2,t0,0.531917409673206
gene_319,species_2,t1,0.0
gene_319,species_2,t2,1.8554245275632046
gene_319,species_2,t3,0.0
gene_319,species_3,t0,0.06264408032840003
gene_319,species_3,t1,0.0
gene_319,species_3,t2,1.1848758846609235
gene_319,species_3,t3,0.8784164973138469
gene_320,species_1,t0,0.0
gene_320,species_1,t1,0.071026511165615
gene_320,species_1,t2,0.0
gene_320,species_1,t3,0.0
gene_320,species_2,t0,0.1505918388068822
gene_320,species_2,t1,0.8042743634653313
gene_320,species_2,t2,1.1035020194756193
gene_320,species_2,t3,0.0
gene_320,species_3,t0,0.07682861240942288
gene_320,species_3,t1,0.0
gene_320,species_3,t2,0.0
gene_320,species_3,t3,0.09490401929271325
gene_321,species_1,t0,0.0
gene_321,species_1,t1,0.0
gene_321,species_1,t2,2.176231400384268
gene_321,species_1,t3,0.780828827449946
gene_321,species_2,t0,0.541013002795951
gene_321,species_2,t1,1.142311015486018
gene_321,species_2,t2,0.0
gene_321,species_2,t3,0.6078431655124699
gene_321,species_3,t0,0.07803532296930511
gene_321,species_3,t1,0.0
gene_321,species_3,t2,2.892345815196859
gene_321,species_3,t3,0.971406548360705
gene_322,species_1,t0,1.9420966199878655
gene_322,species_1,t1,3.5604088148187367
gene_322,species_1,t2,3.3956302254396658
gene_322,species_1,t3,0.7338312428355317
gene_322,species_2,t0,0.12243493608034886
gene_322,species_2,t1,0.7229247608245463
gene_322,species_2,t2,0.10798555702503379
gene_322,species_2,t3,0.44908883193133653
gene_322,species_3,t0,1.3101650901084878
gene_322,species_3,t1,0.0
gene_322,species_3,t2,0.0
gene_322,species_3,t3,0.6298829493528336
gene_323,species_1,t0,0.0
gene_323,species_1,t1,1.6626595811207967
gene_323,species_1,t2,1.1544938496163872
gene_323,species_1,t3,0.25837522179808425
gene_323,species_2,t0,0.2666017652253075
gene_323,species_2,t1,0.13855295502333936
gene_323,species_2,t2,0.2361347058757896
gene_323,species_2,t3,0.0
gene_323,species_3,t0,0.5049896466463413
gene_323,species_3,t1,0.6775654766249769
gene_323,species_3,t2,0.0
gene_323,species_3,t3,0.5780166620729587
gene_324,species_1,t0,2.679057957830305
gene_324,species_1,t1,5.511941145178787
gene_324,species_1,t2,0.0
gene_324,species_1,t3,0.0
gene_324,species_2,t0,1.052501262430703
gene_324,species_2,t1,0.0
gene_324,species_2,t2,0.730297844399733
gene_324,species_2,t3,0.0
gene_324,species_3,t0,1.9356390722184995
gene_324,species_3,t1,0.0
gene_324,species_3,t2,6.491588615565186
gene_324,species_3,t3,2.3282161660177243
gene_325,species_1,t0,0.0
gene_325,species_1,t1,0.0
gene_325,species_1,t2,0.5894157624610373
gene_325,species_1,t3,0.0
gene_325,species_2,t0,0.3337898978676684
gene_325,species_2,t1,0.0
gene_325,species_2,t2,0.9263685271223829
gene_325,species_2,t3,0.7928783034108025
gene_325,species_3,t0,0.40803416809351706
gene_325,species_3,t1,0.42879946761700055
gene_325,species_3,t2,0.546383436035823
gene_325,species_3,t3,0.0
gene_326,species_1,t0,0.0
gene_326,species_1,t1,0.3493450454405646
gene_326,species_1,t2,0.008206486841374316
gene_326,species_1,t3,0.11003279806103929
gene_326,species_2,t0,0.13895964621293255
gene_326,species_2,t1,0.0
gene_326,species_2,t2,0.33089155447621316
gene_326,species_2,t3,0.0
gene_326,species_3,t0,0.06642908438939864
gene_326,species_3,t1,0.373208559333449
gene_326,species_3,t2,0.6326131711427467
gene_326,species_3,t3,0.18460648631798246
gene_327,species_1,t0,0.4600188564484183
gene_327,species_1,t1,1.5390130103371353
gene_327,species_1,t2,0.15489155227693735
gene_327,species_1,t3,0.3235939035508617
gene_327,species_2,t0,0.5759559241988966
gene_327,species_2,t1,0.8548637173016673
gene_327,species_2,t2,1.1411633419577114
gene_327,species_2,t3,0.12932633032874308
gene_327,species_3,t0,0.0
gene_327,species_3,t1,1.4282215850487967
gene_327,species_3,t2,3.2765917476235864
gene_327,species_3,t3,0.0
gene_328,species_1,t0,0.0
gene_328,species_1,t1,1.6279723803167765
gene_328,species_1,t2,1.836824272746655
gene_328,species_1,t3,0.618088250072611
gene_328,species_2,t0,0.0
gene_328,species_2,t1,0.11681799666585206
gene_328,species_2,t2,1.069638371953967
gene_328,species_2,t3,0.7084580461432551
gene_328,species_3,t0,0.7303778185820102
gene_328,species_3,t1,0.0
gene_328,species_3,t2,0.674572151241078
gene_328,species_3,t3,0.17409196638138205
gene_329,species_1,t0,1.8531969664880708
gene_329,species_1,t1,3.1225490052999163
gene_329,species_1,t2,4.077926539480867
gene_329,species_1,t3,1.4838587129367606
gene_329,species_2,t0,0.49112799523135564
gene_329,species_2,t1,0.0
gene_329,species_2,t2,1.3677315108680828
gene_329,species_2,t3,1.4177924248435074
gene_329,species_3,t0,1.5467863413295815
gene_329,species_3,t1,3.4164992146379976
gene_329,species_3,t2,0.0
gene_329,species_3,t3,0.2974123083996128
gene_330,species_1,t0,0.027551052541901197
gene_330,species_1,t1,0.5083961670166188
gene_330,species_1,t2,0.81930454582592
gene_330,species_1,t3,0.4952149212295978
gene_330,species_2,t0,0.41100289327204337
gene_330,species_2,t1,0.6567135405391081
gene_330,species_2,t2,1.685288831194104
gene_330,species_2,t3,1.3820460401233279
gene_330,species_3,t0,0.35924959998981043
gene_330,species_3,t1,0.3896791028411698
gene_330,species_3,t2,0.5099024634429501
gene_330,species_3,t3,0.7803941111092451
gene_331,species_1,t0,2.3837151594003805
gene_331,species_1,t1,3.8403798373533418
gene_331,species_1,t2,3.6149936929655375
gene_331,species_1,t3,0.0
gene_331,species_2,t0,0.5269563861176314
gene_331,species_2,t1,1.0705680641266007
gene_331,species_2,t2,0.0
gene_331,species_2,t3,0.0
gene_331,species_3,t0,0.0
gene_331,species_3,t1,3.1790960795283754
gene_331,species_3,t2,2.767482321740153
gene_331,species_3,t3,1.0257088809350015
gene_332,species_1,t0,0.0
gene_332,species_1,t1,2.7781461075159397
gene_332,species_1,t2,0.642484465920623
gene_332,species_1,t3,0.0
gene_332,species_2,t0,0.0
gene_332,species_2,t1,1.326028065921658
gene_332,species_2,t2,1.815934952475091
gene_332,species_2,t3,0.0
gene_332,species_3,t0,0.0
gene_332,species_3,t1,1.2219267164559668
gene_332,species_3,t2,0.0
gene_332,species_3,t3,1.0502713695382555
gene_333,species_1,t0,0.9712168696885276
gene_333,species_1,t1,1.0810634020227525
gene_333,species_1,t2,0.0
gene_333,species_1,t3,0.2003860813409381
gene_333,species_2,t0,0.19126453200344626
gene_333,species_2,t1,0.0
gene_333,species_2,t2,1.8112827757859986
gene_333,species_2,t3,0.9194858513747243
gene_333,species_3,t0,0.0
gene_333,species_3,t1,2.2921502799150884
gene_333,species_3,t2,0.26659129934018116
gene_333,species_3,t3,0.5181929592870147
gene_334,species_1,t0,1.0057541006111692
gene_334,species_1,t1,2.2131704734049786
gene_334,species_1,t2,0.0
gene_334,species_1,t3,0.0
gene_334,species_2,t0,0.0
gene_334,species_2,t1,0.6091159689827351
gene_334,species_2,t2,0.8228434701428812
gene_334,species_2,t3,0.0
gene_334,species_3,t0,0.7939659385831976
gene_334,species_3,t1,0.0
gene_334,species_3,t2,3.368275587528833
gene_334,species_3,t3,1.1720787031272895
gene_335,species_1,t0,0.7760323518771759
gene_335,species_1,t1,0.0
gene_335,species_1,t2,1.4198514039885506
gene_335,species_1,t3,0.0
gene_335,species_2,t0,0.07664020753314549
gene_335,species_2,t1,1.0768006913900283
gene_335,species_2,t2,1.5909010500287255
gene_335,species_2,t3,0.0
gene_335,species_3,t0,0.21133242803825272
gene_335,species_3,t1,1.9033396622644851
gene_335,species_3,t2,0.0
gene_335,species_3,t3,0.48382412357436927
gene_336,species_1,t0,1.969010657565277
gene_336,species_1,t1,2.7426070341802395
gene_336,species_1,t2,4.50117619155616
gene_336,species_1,t3,0.0
gene_336,species_2,t0,0.22662132950799205
gene_336,species_2,t1,1.92030121949316
gene_336,species_2,t2,1.5195014739213082
gene_336,species_2,t3,0.0
gene_336,species_3,t0,0.9481146338173158
gene_336,species_3,t1,0.0
gene_336,species_3,t2,0.0
gene_336,species_3,t3,0.0
gene_337,species_1,t0,0.0
gene_337,species_1,t1,0.0
gene_337,species_1,t2,0.9476052873798095
gene_337,species_1,t3,0.0
gene_337,species_2,t0,0.4847424930384024
gene_337,species_2,t1,0.08026951421492268
gene_337,species_2,t2,0.0
gene_337,species_2,t3,0.645806710734154
gene_337,species_3,t0,0.6184122464524268
gene_337,species_3,t1,0.012618960360105342
gene_337,species_3,t2,2.916683462182026
gene_337,species_3,t3,1.2097526828659142
gene_338,species_1,t0,0.6614142165596171
gene_338,species_1,t1,0.7597397458747749
gene_338,species_1,t2,1.2058494830920663
gene_338,species_1,t3,0.0
gene_338,species_2,t0,0.0
gene_338,species_2,t1,0.0
gene_338,species_2,t2,1.077713543123254
gene_338,species_2,t3,0.0
gene_338,species_3,t0,0.07752729578705392
gene_338,species_3,t1,0.0
gene_338,species_3,t2,0.17824997231682038
gene_338,species_3,t3,0.0
gene_339,species_1,t0,3.6410179344397684
gene_339,species_1,t1,6.323730219344295
gene_339,species_1,t2,0.0
gene_339,species_1,t3,1.6199056713930413
gene_339,species_2,t0,0.39863842990092513
gene_339,species_2,t1,0.0
gene_339,species_2,t2,0.33951407801760136
gene_339,species_2,t3,0.0
gene_339,species_3,t0,0.0
gene_339,species_3,t1,5.103693491199414
gene_339,species_3,t2,0.0
gene_339,species_3,t3,1.0865086036306832
gene_340,species_1,t0,0.7607790597052373
gene_340,species_1,t1,0.6751777538117754
gene_340,species_1,t2,1.7554009401614201
gene_340,species_1,t3,0.10893652617488353
gene_340,species_2,t0,0.15976977712791218
gene_340,species_2,t1,0.931802170870675
gene_340,species_2,t2,0.780435580938001
gene_340,species_2,t3,0.06295855982732501
gene_340,species_3,t0,0.23811640502257336
gene_340,species_3,t1,1.7946726188316224
gene_340,species_3,t2,0.5109130529216005
gene_340,species_3,t3,0.0
gene_341,species_1,t0,0.6246227180187637
gene_341,species_1,t1,0.728743944107339
gene_341,species_1,t2,1.1209042732896803
gene_341,species_1,t3,0.0
gene_341,species_2,t0,0.0
gene_341,species_2,t1,0.4821103793313197
gene_341,species_2,t2,0.5862767922854456
gene_341,species_2,t3,0.1714879357835433
gene_341,species_3,t0,0.1038285732253885
gene_341,species_3,t1,1.050859241907451
gene_341,species_3,t2,0.0
gene_341,species_3,t3,0.19489987277128057
gene_342,species_1,t0,1.7090810360239583
gene_342,species_1,t1,3.805176677356959
gene_342,species_1,t2,0.0
gene_342,species_1,t3,0.9174332944899524
gene_342,species_2,t0,0.0
gene_342,species_2,t1,0.0
gene_342,species_2,t2,1.3854111335735404
gene_342,species_2,t3,0.3631730207911651
gene_342,species_3,t0,1.4549715373554335
gene_342,species_3,t1,1.44502143829376
gene_342,species_3,t2,3.736618842657857
gene_342,species_3,t3,0.0
gene_343,species_1,t0,1.0634995866105328
gene_343,species_1,t1,2.4793737035981547
gene_343,species_1,t2,0.0
gene_343,species_1,t3,0.4057468178823305
gene_343,species_2,t0,0.5208175474321346
gene_343,species_2,t1,0.513423998128061
gene_343,species_2,t2,1.0028372478183525
gene_343,species_2,t3,0.0
gene_343,species_3,t0,1.073502609559597
gene_343,species_3,t1,0.0
gene_343,species_3,t2,3.1798241013651634
gene_343,species_3,t3,0.9696095351994333
gene_344,species_1,t0,1.9810532648243098
gene_344,species_1,t1,3.103564384484316
gene_344,species_1,t2,3.7679273156319897
gene_344,species_1,t3,1.1142006608897892
gene_344,species_2,t0,0.0
gene_344,species_2,t1,0.0
gene_344,species_2,t2,0.0
gene_344,species_2,t3,0.8343617681423117
gene_344,species_3,t0,0.0
gene_344,species_3,t1,3.2685392638690884
gene_344,species_3,t2,0.0
gene_344,species_3,t3,0.0
gene_345,species_1,t0,0.08031049881467989
gene_345,species_1,t1,0.859677489522152
gene_345,species_1,t2,0.0
gene_345,species_1,t3,0.21132474789693045
gene_345,species_2,t0,0.0
gene_345,species_2,t1,0.2122514560837501
gene_345,species_2,t2,0.0
gene_345,species_2,t3,0.4055593068673212
gene_345,species_3,t0,0.0
gene_345,species_3,t1,0.08635651750687559
gene_345,species_3,t2,0.8066982788291908
gene_345,species_3,t3,0.0
gene_346,species_1,t0,0.0
gene_346,species_1,t1,5.7533732921026655
gene_346,species_1,t2,0.0
gene_346,species_1,t3,1.0407593105719288
gene_346,species_2,t0,0.6021758704995513
gene_346,species_2,t1,0.0712155031912226
gene_346,species_2,t2,0.9372724604181442
gene_346,species_2,t3,0.06423530436337363
gene_346,species_3,t0,0.0
gene_346,species_3,t1,2.687594706146714
gene_346,species_3,t2,5.274406148442542
gene_346,species_3,t3,1.4962438664562938
gene_347,species_1,t0,1.5002458864630275
gene_347,species_1,t1,0.0
gene_347,species_1,t2,1.6986636228703633
gene_347,species_1,t3,0.0
gene_347,species_2,t0,0.5810397558561856
gene_347,species_2,t1,0.0
gene_347,species_2,t2,0.0
gene_347,species_2,t3,0.0
gene_347,species_3,t0,1.0850882263484711
gene_347,species_3,t1,1.074177177641226
gene_347,species_3,t2,3.3490426266284374
gene_347,species_3,t3,0.0
gene_348,species_1,t0,1.1062612089052806
gene_348,species_1,t1,0.0
gene_348,species_1,t2,2.5757519293556816
gene_348,species_1,t3,0.0
gene_348,species_2,t0,0.0
gene_348,species_2,t1,0.4992081089671796
gene_348,species_2,t2,0.030516217770390187
gene_348,species_2,t3,0.4642078362839198
gene_348,species_3,t0,0.7604930479308158
gene_348,species_3,t1,2.7230278585793712
gene_348,species_3,t2,0.25260878886674476
gene_348,species_3,t3,0.32958868758305016
gene_349,species_1,t0,1.3216713412026162
gene_349,species_1,t1,1.8325083343471256
gene_349,species_1,t2,2.9377059966078467
gene_349,species_1,t3,0.586361193975053
gene_349,species_2,t0,0.13052051802540918
gene_349,species_2,t1,1.421118935936287
gene_349,species_2,t2,1.402110994371999
gene_349,species_2,t3,0.4826763547860516
gene_349,species_3,t0,0.7821398276198185
gene_349,species_3,t1,0.0
gene_349,species_3,t2,0.5649571414804834
gene_349,species_3,t3,0.0
gene_350,species_1,t0,0.0
gene_350,species_1,t1,0.9296956728330357
gene_350,species_1,t2,0.4355133760353933
gene_350,species_1,t3,0.0
gene_350,species_2,t0,0.0
gene_350,species_2,t1,0.0
gene_350,species_2,t2,0.0
gene_350,species_2,t3,0.0
gene_350,species_3,t0,0.14833918301286125
gene_350,species_3,t1,0.4560181348358191
gene_350,species_3,t2,1.0034609183522147
gene_350,species_3,t3,0.0
gene_351,species_1,t0,0.0
gene_351,species_1,t1,1.38954881425391
gene_351,species_1,t2,0.766761838992349
gene_351,species_1,t3,0.0
gene_351,species_2,t0,0.28295877517555734
gene_351,species_2,t1,0.0
gene_351,species_2,t2,1.4075473512135932
gene_351,species_2,t3,0.0
gene_351,species_3,t0,0.0
gene_351,species_3,t1,0.25062078501561613
gene_351,species_3,t2,0.0
gene_351,species_3,t3,0.0
gene_352,species_1,t0,3.632951038117675
gene_352,species_1,t1,6.9830714176182695
gene_352,species_1,t2,4.836395830535185
gene_352,species_1,t3,1.0693330899653453
gene_352,species_2,t0,0.8798741395281177
gene_352,species_2,t1,0.0
gene_352,species_2,t2,0.0
gene_352,species_2,t3,1.1847213595344561
gene_352,species_3,t0,2.4505194321594934
gene_352,species_3,t1,0.0
gene_352,species_3,t2,0.0
gene_352,species_3,t3,0.0
gene_353,species_1,t0,0.0
gene_353,species_1,t1,5.8000952987939245
gene_353,species_1,t2,5.455594614944937
gene_353,species_1,t3,0.0
gene_353,species_2,t0,0.35894131137747
gene_353,species_2,t1,0.2686339789609402
gene_353,species_2,t2,0.0
gene_353,species_2,t3,0.0
gene_353,species_3,t0,2.5533968993383644
gene_353,species_3,t1,0.0
gene_353,species_3,t2,0.0
gene_353,species_3,t3,0.8281195435493742
gene_354,species_1,t0,0.4753962178343947
gene_354,species_1,t1,0.0
gene_354,species_1,t2,0.0
gene_354,species_1,t3,0.0861646194467849
gene_354,species_2,t0,0.6541810261602206
gene_354,species_2,t1,0.18369400000459207
gene_354,species_2,t2,0.2042431656309152
gene_354,species_2,t3,0.0
gene_354,species_3,t0,0.4142573636033285
