gene,species,timepoint,expression
gene_1284,species_3,t0,0.5787813168322127
gene_1284,species_3,t1,0.0
gene_1284,species_3,t2,0.8077727461140561
gene_1284,species_3,t3,0.0
gene_1285,species_1,t0,0.13268283329117447
gene_1285,species_1,t1,1.7900067800304087
gene_1285,species_1,t2,3.1663465743511514
gene_1285,species_1,t3,1.9049155484945206
gene_1285,species_2,t0,0.7928990981488294
gene_1285,species_2,t1,1.0759461529427339
gene_1285,species_2,t2,1.60371832135279
gene_1285,species_2,t3,0.0
gene_1285,species_3,t0,0.07984441873230069
gene_1285,species_3,t1,0.0
gene_1285,species_3,t2,1.6102153963674595
gene_1285,species_3,t3,0.0
gene_1286,species_1,t0,0.14697007407900464
gene_1286,species_1,t1,0.1589956578016437
gene_1286,species_1,t2,0.0
gene_1286,species_1,t3,1.0590664997541936
gene_1286,species_2,t0,0.3988765796911611
gene_1286,species_2,t1,0.6650895396513133
gene_1286,species_2,t2,0.0
gene_1286,species_2,t3,1.1763720729834395
gene_1286,species_3,t0,0.22302432334271294
gene_1286,species_3,t1,0.0
gene_1286,species_3,t2,0.4397818485550773
gene_1286,species_3,t3,0.0
gene_1287,species_1,t0,0.0
gene_1287,species_1,t1,2.5035979834754074
gene_1287,species_1,t2,0.0
gene_1287,species_1,t3,0.0
gene_1287,species_2,t0,0.5897481647024342
gene_1287,species_2,t1,1.3071244362158907
gene_1287,species_2,t2,0.12202516366031699
gene_1287,species_2,t3,0.0
gene_1287,species_3,t0,0.07316469877938271
gene_1287,species_3,t1,0.0
gene_1287,species_3,t2,0.2995604384322524
gene_1287,species_3,t3,0.14687143437618405
gene_1288,species_1,t0,0.5810254147686994
gene_1288,species_1,t1,0.0
gene_1288,species_1,t2,1.0335604892564916
gene_1288,species_1,t3,1.0968581183134436
gene_1288,species_2,t0,0.3607488408029734
gene_1288,species_2,t1,0.0
gene_1288,species_2,t2,0.1352126922559379
gene_1288,species_2,t3,0.33944881818636424
gene_1288,species_3,t0,0.22041295634062075
gene_1288,species_3,t1,0.0
gene_1288,species_3,t2,0.0
gene_1288,species_3,t3,0.43666644554638545
gene_1289,species_1,t0,0.0
gene_1289,species_1,t1,0.41595754515098593
gene_1289,species_1,t2,0.7687291612911309
gene_1289,species_1,t3,0.14804732578513052
gene_1289,species_2,t0,0.0
gene_1289,species_2,t1,0.0
gene_1289,species_2,t2,1.0036901521871398
gene_1289,species_2,t3,0.5586500817949227
gene_1289,species_3,t0,0.3196291047794371
gene_1289,species_3,t1,0.6638984585407317
gene_1289,species_3,t2,0.19266245997200676
gene_1289,species_3,t3,0.0
gene_1290,species_1,t0,0.0
gene_1290,species_1,t1,5.465298075082854
gene_1290,species_1,t2,2.2745844506078345
gene_1290,species_1,t3,2.4276403745625115
gene_1290,species_2,t0,1.1548653120123455
gene_1290,species_2,t1,0.0
gene_1290,species_2,t2,0.37279815742854844
gene_1290,species_2,t3,0.6878281335996311
gene_1290,species_3,t0,0.5244116233730913
gene_1290,species_3,t1,2.0497737174302246
gene_1290,species_3,t2,1.2037035306283144
gene_1290,species_3,t3,0.893314917430286
gene_1291,species_1,t0,1.7070633230585242
gene_1291,species_1,t1,0.0
gene_1291,species_1,t2,0.0
gene_1291,species_1,t3,2.2767723738423253
gene_1291,species_2,t0,1.3458032104486788
gene_1291,species_2,t1,0.0
gene_1291,species_2,t2,0.0
gene_1291,species_2,t3,0.7476302371568192
gene_1291,species_3,t0,0.29724559895621927
gene_1291,species_3,t1,1.6330834805874157
gene_1291,species_3,t2,0.9620193425465036
gene_1291,species_3,t3,0.0
gene_1292,species_1,t0,0.2658671521974369
gene_1292,species_1,t1,1.3441541046094097
gene_1292,species_1,t2,0.1947372277372716
gene_1292,species_1,t3,0.6122548721100773
gene_1292,species_2,t0,1.0801077665728942
gene_1292,species_2,t1,0.0
gene_1292,species_2,t2,0.0
gene_1292,species_2,t3,0.0
gene_1292,species_3,t0,0.6848840593082434
gene_1292,species_3,t1,0.0
gene_1292,species_3,t2,0.879010730427607
gene_1292,species_3,t3,0.8602505724801297
gene_1293,species_1,t0,0.9247779984699291
gene_1293,species_1,t1,0.5696935392914174
gene_1293,species_1,t2,0.0
gene_1293,species_1,t3,0.09790742055458093
gene_1293,species_2,t0,1.731336940839818
gene_1293,species_2,t1,2.768019886955257
gene_1293,species_2,t2,0.931829710664219
gene_1293,species_2,t3,0.0
gene_1293,species_3,t0,0.4985765216309144
gene_1293,species_3,t1,1.6425612937809695
gene_1293,species_3,t2,0.6897913732801945
gene_1293,species_3,t3,0.8379158628713893
gene_1294,species_1,t0,0.2150598357016403
gene_1294,species_1,t1,0.0
gene_1294,species_1,t2,0.46928401975827494
gene_1294,species_1,t3,0.35472443552621996
gene_1294,species_2,t0,0.16764212758776242
gene_1294,species_2,t1,0.41473406720494765
gene_1294,species_2,t2,0.37937010098402785
gene_1294,species_2,t3,0.17832983044609177
gene_1294,species_3,t0,0.18217270755776738
gene_1294,species_3,t1,0.26918385116855703
gene_1294,species_3,t2,0.0
gene_1294,species_3,t3,0.09295890563186517
gene_1295,species_1,t0,1.4711254536677294
gene_1295,species_1,t1,0.0
gene_1295,species_1,t2,1.1437818761658514
gene_1295,species_1,t3,1.7337391934961086
gene_1295,species_2,t0,0.34497490009825715
gene_1295,species_2,t1,0.7693065099552565
gene_1295,species_2,t2,0.9059965335208577
gene_1295,species_2,t3,0.39821908133758377
gene_1295,species_3,t0,0.6387884165166472
gene_1295,species_3,t1,2.7677103502244615
gene_1295,species_3,t2,0.0
gene_1295,species_3,t3,1.087672216470679
gene_1296,species_1,t0,0.0
gene_1296,species_1,t1,0.0
gene_1296,species_1,t2,0.0
gene_1296,species_1,t3,1.8408621954467197
gene_1296,species_2,t0,0.0
gene_1296,species_2,t1,1.3093504715880142
gene_1296,species_2,t2,0.0
gene_1296,species_2,t3,1.279944747610467
gene_1296,species_3,t0,0.0
gene_1296,species_3,t1,0.0
gene_1296,species_3,t2,0.0
gene_1296,species_3,t3,0.8552892434708412
gene_1297,species_1,t0,0.7652918144493963
gene_1297,species_1,t1,0.0
gene_1297,species_1,t2,0.7801192592638362
gene_1297,species_1,t3,0.26485113410065986
gene_1297,species_2,t0,0.8556686922414803
gene_1297,species_2,t1,1.8627142869116824
gene_1297,species_2,t2,0.7985070713996303
gene_1297,species_2,t3,0.0
gene_1297,species_3,t0,0.0
gene_1297,species_3,t1,0.11092373369175358
gene_1297,species_3,t2,0.0
gene_1297,species_3,t3,0.13240290132220656
gene_1298,species_1,t0,0.0
gene_1298,species_1,t1,2.2911668981059075
gene_1298,species_1,t2,0.0
gene_1298,species_1,t3,0.0
gene_1298,species_2,t0,0.0
gene_1298,species_2,t1,4.291058234580584
gene_1298,species_2,t2,0.0
gene_1298,species_2,t3,0.8818708914941988
gene_1298,species_3,t0,0.433279790266676
gene_1298,species_3,t1,1.1661630599978468
gene_1298,species_3,t2,0.9938342872708312
gene_1298,species_3,t3,0.4897645626583791
gene_1299,species_1,t0,1.4659542984553442
gene_1299,species_1,t1,1.9923100259706292
gene_1299,species_1,t2,0.0
gene_1299,species_1,t3,0.12214867725231353
gene_1299,species_2,t0,1.8991170754781195
gene_1299,species_2,t1,3.4175358732027163
gene_1299,species_2,t2,0.811582500202581
gene_1299,species_2,t3,0.39153650933806367
gene_1299,species_3,t0,0.315543182117214
gene_1299,species_3,t1,0.7395203506171165
gene_1299,species_3,t2,0.0
gene_1299,species_3,t3,0.0
gene_1300,species_1,t0,0.9235787332275638
gene_1300,species_1,t1,2.4170899461957367
gene_1300,species_1,t2,0.4087762283632907
gene_1300,species_1,t3,0.0
gene_1300,species_2,t0,0.5781506232895157
gene_1300,species_2,t1,1.0704766715223983
gene_1300,species_2,t2,0.32649838988332847
gene_1300,species_2,t3,0.06302663939930493
gene_1300,species_3,t0,0.11362723281308446
gene_1300,species_3,t1,0.0
gene_1300,species_3,t2,0.0
gene_1300,species_3,t3,0.4645315462963202
gene_1301,species_1,t0,1.2603287752548704
gene_1301,species_1,t1,1.7607202738399104
gene_1301,species_1,t2,0.17261431353211074
gene_1301,species_1,t3,0.3977667741590064
gene_1301,species_2,t0,1.955701795903127
gene_1301,species_2,t1,3.475667981135879
gene_1301,species_2,t2,0.9025753269208058
gene_1301,species_2,t3,1.1640653235302498
gene_1301,species_3,t0,0.4623385787519344
gene_1301,species_3,t1,0.0
gene_1301,species_3,t2,0.3117265531257176
gene_1301,species_3,t3,0.5119516728356115
gene_1302,species_1,t0,0.15541574139748643
gene_1302,species_1,t1,1.8819514834665392
gene_1302,species_1,t2,3.844774481801851
gene_1302,species_1,t3,2.3883600039211643
gene_1302,species_2,t0,0.0
gene_1302,species_2,t1,0.0
gene_1302,species_2,t2,2.617417220151129
gene_1302,species_2,t3,1.2544102236621275
gene_1302,species_3,t0,0.07956126766783976
gene_1302,species_3,t1,1.0260673960606312
gene_1302,species_3,t2,1.5989621050834202
gene_1302,species_3,t3,1.0316891612162697
gene_1303,species_1,t0,0.726234761124197
gene_1303,species_1,t1,3.6952253544506393
gene_1303,species_1,t2,4.195618347196792
gene_1303,species_1,t3,2.5323668463488223
gene_1303,species_2,t0,0.4157446713413918
gene_1303,species_2,t1,1.11069457978493
gene_1303,species_2,t2,2.4844173110756658
gene_1303,species_2,t3,1.4103807028778872
gene_1303,species_3,t0,0.048094745783627574
gene_1303,species_3,t1,1.5318379036556817
gene_1303,species_3,t2,1.7124008362910268
gene_1303,species_3,t3,1.2537000375114624
gene_1304,species_1,t0,0.46014462010018603
gene_1304,species_1,t1,1.7797583717055943
gene_1304,species_1,t2,1.1885393433328555
gene_1304,species_1,t3,0.02826418365108157
gene_1304,species_2,t0,0.14217687629936665
gene_1304,species_2,t1,0.19398859931707235
gene_1304,species_2,t2,2.003089549134233
gene_1304,species_2,t3,0.807185436923233
gene_1304,species_3,t0,0.0
gene_1304,species_3,t1,1.122847777547716
gene_1304,species_3,t2,0.20542474511513978
gene_1304,species_3,t3,0.27712529695819654
gene_1305,species_1,t0,0.0
gene_1305,species_1,t1,0.9090493408776147
gene_1305,species_1,t2,0.0
gene_1305,species_1,t3,0.9205278806950401
gene_1305,species_2,t0,2.018913393186566
gene_1305,species_2,t1,3.4931463979192245
gene_1305,species_2,t2,0.5875999919206497
gene_1305,species_2,t3,0.5367983524716725
gene_1305,species_3,t0,0.0
gene_1305,species_3,t1,1.7906279011311594
gene_1305,species_3,t2,1.3799056630881632
gene_1305,species_3,t3,1.0431408948544258
gene_1306,species_1,t0,0.34712652671279265
gene_1306,species_1,t1,0.5072048821599844
gene_1306,species_1,t2,0.2181213988924489
gene_1306,species_1,t3,0.1918135128269718
gene_1306,species_2,t0,0.0
gene_1306,species_2,t1,0.0
gene_1306,species_2,t2,0.4418098617846832
gene_1306,species_2,t3,0.3591812052184958
gene_1306,species_3,t0,0.1988178857507299
gene_1306,species_3,t1,0.2708422078467293
gene_1306,species_3,t2,0.0573029236825486
gene_1306,species_3,t3,0.27660186392575337
gene_1307,species_1,t0,0.0
gene_1307,species_1,t1,0.0
gene_1307,species_1,t2,0.0
gene_1307,species_1,t3,0.0
gene_1307,species_2,t0,0.0
gene_1307,species_2,t1,4.167275336467994
gene_1307,species_2,t2,0.0
gene_1307,species_2,t3,0.0
gene_1307,species_3,t0,0.0
gene_1307,species_3,t1,0.7876599905229804
gene_1307,species_3,t2,0.8200315354208282
gene_1307,species_3,t3,0.4855457960444845
gene_1308,species_1,t0,1.4576838590485022
gene_1308,species_1,t1,2.5741631205385254
gene_1308,species_1,t2,0.0
gene_1308,species_1,t3,0.6061135432933394
gene_1308,species_2,t0,1.8944400390297753
gene_1308,species_2,t1,0.0
gene_1308,species_2,t2,0.0
gene_1308,species_2,t3,0.8378439184526671
gene_1308,species_3,t0,0.0
gene_1308,species_3,t1,0.5105208066479218
gene_1308,species_3,t2,0.6160858193735869
gene_1308,species_3,t3,0.20230583564806381
gene_1309,species_1,t0,0.6992039474086137
gene_1309,species_1,t1,1.079533688346878
gene_1309,species_1,t2,0.0
gene_1309,species_1,t3,0.3465055879134671
gene_1309,species_2,t0,0.0
gene_1309,species_2,t1,2.1167694050983306
gene_1309,species_2,t2,0.8799572589501524
gene_1309,species_2,t3,0.8100061319943535
gene_1309,species_3,t0,0.12969063867393416
gene_1309,species_3,t1,0.0
gene_1309,species_3,t2,0.0
gene_1309,species_3,t3,0.0
gene_1310,species_1,t0,0.13288909714657612
gene_1310,species_1,t1,0.8074677036988002
gene_1310,species_1,t2,2.1748097875561476
gene_1310,species_1,t3,0.0
gene_1310,species_2,t0,0.30857596155595024
gene_1310,species_2,t1,0.0
gene_1310,species_2,t2,1.8024184693046914
gene_1310,species_2,t3,0.9487736846107824
gene_1310,species_3,t0,0.0
gene_1310,species_3,t1,0.2687012701075273
gene_1310,species_3,t2,0.0
gene_1310,species_3,t3,0.7008799660188424
gene_1311,species_1,t0,0.0
gene_1311,species_1,t1,0.0
gene_1311,species_1,t2,0.8975732542666012
gene_1311,species_1,t3,0.4314351750599638
gene_1311,species_2,t0,1.5477503126922387
gene_1311,species_2,t1,0.0
gene_1311,species_2,t2,1.6175123817865131
gene_1311,species_2,t3,0.21857121573536048
gene_1311,species_3,t0,0.31078821498211173
gene_1311,species_3,t1,1.0056664949902951
gene_1311,species_3,t2,0.2895683469058227
gene_1311,species_3,t3,0.0
gene_1312,species_1,t0,1.0012050809778197
gene_1312,species_1,t1,0.0
gene_1312,species_1,t2,1.009196533254075
gene_1312,species_1,t3,0.0
gene_1312,species_2,t0,0.4175331513361349
gene_1312,species_2,t1,0.0
gene_1312,species_2,t2,0.0
gene_1312,species_2,t3,0.2688103245264315
gene_1312,species_3,t0,0.19171660335077398
gene_1312,species_3,t1,0.0
gene_1312,species_3,t2,0.6642553132181263
gene_1312,species_3,t3,0.42183250134254885
gene_1313,species_1,t0,0.10665252488269782
gene_1313,species_1,t1,1.5985809210273627
gene_1313,species_1,t2,3.342790230800346
gene_1313,species_1,t3,0.0
gene_1313,species_2,t0,0.7660430006643391
gene_1313,species_2,t1,0.986683473853328
gene_1313,species_2,t2,1.8583153814219093
gene_1313,species_2,t3,0.0
gene_1313,species_3,t0,0.361949288149038
gene_1313,species_3,t1,1.6544387058235865
gene_1313,species_3,t2,0.0
gene_1313,species_3,t3,1.2152031402772956
gene_1314,species_1,t0,0.0
gene_1314,species_1,t1,0.7628047239746576
gene_1314,species_1,t2,0.0
gene_1314,species_1,t3,0.39114690879758235
gene_1314,species_2,t0,0.0
gene_1314,species_2,t1,2.591303149968521
gene_1314,species_2,t2,0.2239586274837756
gene_1314,species_2,t3,0.0
gene_1314,species_3,t0,0.36962190112054455
gene_1314,species_3,t1,1.2364924630892646
gene_1314,species_3,t2,0.95300259093205
gene_1314,species_3,t3,0.0
gene_1315,species_1,t0,1.4180688724688817
gene_1315,species_1,t1,3.347854346759765
gene_1315,species_1,t2,2.442139227207082
gene_1315,species_1,t3,0.0
gene_1315,species_2,t0,0.0
gene_1315,species_2,t1,2.0273188267008906
gene_1315,species_2,t2,3.0781394326472427
gene_1315,species_2,t3,0.9319610697677279
gene_1315,species_3,t0,0.3922821898661639
gene_1315,species_3,t1,0.0
gene_1315,species_3,t2,0.5570625634361474
gene_1315,species_3,t3,0.010475708517123442
gene_1316,species_1,t0,0.0
gene_1316,species_1,t1,2.9837918833551336
gene_1316,species_1,t2,0.5682222221745542
gene_1316,species_1,t3,0.0
gene_1316,species_2,t0,0.6918169714730238
gene_1316,species_2,t1,1.515621227356488
gene_1316,species_2,t2,0.0
gene_1316,species_2,t3,0.13904617869359304
gene_1316,species_3,t0,0.46087206443277096
gene_1316,species_3,t1,1.2139286926534305
gene_1316,species_3,t2,0.3871311345246422
gene_1316,species_3,t3,0.39826744060810815
gene_1317,species_1,t0,0.0
gene_1317,species_1,t1,0.44297766024887575
gene_1317,species_1,t2,1.79547396324588
gene_1317,species_1,t3,0.8465070117993834
gene_1317,species_2,t0,0.0
gene_1317,species_2,t1,0.7642360622622004
gene_1317,species_2,t2,0.0
gene_1317,species_2,t3,1.2805815002155714
gene_1317,species_3,t0,0.45557816898869985
gene_1317,species_3,t1,0.0
gene_1317,species_3,t2,0.37973738447898736
gene_1317,species_3,t3,0.03717128689858608
gene_1318,species_1,t0,0.0
gene_1318,species_1,t1,0.15273742406824004
gene_1318,species_1,t2,3.7359610729197423
gene_1318,species_1,t3,1.877437949306418
gene_1318,species_2,t0,1.4061840992410688
gene_1318,species_2,t1,2.054405959998047
gene_1318,species_2,t2,2.725512920787505
gene_1318,species_2,t3,0.7606974600004517
gene_1318,species_3,t0,0.05467517204319884
gene_1318,species_3,t1,0.9496519215843391
gene_1318,species_3,t2,1.8623227329579741
gene_1318,species_3,t3,0.0
gene_1319,species_1,t0,0.0
gene_1319,species_1,t1,0.0
gene_1319,species_1,t2,0.18368981479553503
gene_1319,species_1,t3,0.44152220287999083
gene_1319,species_2,t0,0.5503712251054652
gene_1319,species_2,t1,0.6246764438095541
gene_1319,species_2,t2,0.0
gene_1319,species_2,t3,0.41142335636646843
gene_1319,species_3,t0,0.31353474032425876
gene_1319,species_3,t1,0.8038696705985499
gene_1319,species_3,t2,0.24613632745794412
gene_1319,species_3,t3,0.0
gene_1320,species_1,t0,0.28317892150949275
gene_1320,species_1,t1,0.17675977699194872
gene_1320,species_1,t2,0.0
gene_1320,species_1,t3,0.8772321178607415
gene_1320,species_2,t0,0.0
gene_1320,species_2,t1,0.0
gene_1320,species_2,t2,0.0
gene_1320,species_2,t3,0.0
gene_1320,species_3,t0,0.07231493017756552
gene_1320,species_3,t1,0.14210488116272768
gene_1320,species_3,t2,0.6315543961447663
gene_1320,species_3,t3,0.36060727349107696
gene_1321,species_1,t0,0.0
gene_1321,species_1,t1,0.7124319588399446
gene_1321,species_1,t2,3.8590605127382824
gene_1321,species_1,t3,1.967358649787404
gene_1321,species_2,t0,0.0
gene_1321,species_2,t1,0.6991489764338306
gene_1321,species_2,t2,0.0
gene_1321,species_2,t3,0.0
gene_1321,species_3,t0,0.0
gene_1321,species_3,t1,0.6795654312577708
gene_1321,species_3,t2,1.5320292146187353
gene_1321,species_3,t3,0.9512119958974369
gene_1322,species_1,t0,0.0
gene_1322,species_1,t1,1.9890188286889643
gene_1322,species_1,t2,0.0
gene_1322,species_1,t3,1.5620666261109775
gene_1322,species_2,t0,0.33395600335963394
gene_1322,species_2,t1,0.621008735588795
gene_1322,species_2,t2,0.0
gene_1322,species_2,t3,0.0
gene_1322,species_3,t0,0.23343165304069413
gene_1322,species_3,t1,0.7958932881139432
gene_1322,species_3,t2,0.0
gene_1322,species_3,t3,0.0
gene_1323,species_1,t0,1.5905311474333848
gene_1323,species_1,t1,3.555954233948429
gene_1323,species_1,t2,3.8399602011440566
gene_1323,species_1,t3,2.5652422953410126
gene_1323,species_2,t0,0.0
gene_1323,species_2,t1,0.0
gene_1323,species_2,t2,0.0
gene_1323,species_2,t3,2.385582953496585
gene_1323,species_3,t0,0.40984914452271665
gene_1323,species_3,t1,0.0
gene_1323,species_3,t2,0.0
gene_1323,species_3,t3,0.4609667237363323
gene_1324,species_1,t0,0.0
gene_1324,species_1,t1,0.0
gene_1324,species_1,t2,1.652677733153746
gene_1324,species_1,t3,1.1676665673392912
gene_1324,species_2,t0,1.4854570419678386
gene_1324,species_2,t1,0.0
gene_1324,species_2,t2,0.1441817176318573
gene_1324,species_2,t3,0.0
gene_1324,species_3,t0,0.0
gene_1324,species_3,t1,1.9119792608116286
gene_1324,species_3,t2,1.2355828081000155
gene_1324,species_3,t3,1.1828526231433758
gene_1325,species_1,t0,0.619283437542655
gene_1325,species_1,t1,1.551094530929659
gene_1325,species_1,t2,0.51909838221046
gene_1325,species_1,t3,0.5341366021525938
gene_1325,species_2,t0,0.6272072644419406
gene_1325,species_2,t1,0.7923149950498511
gene_1325,species_2,t2,0.0
gene_1325,species_2,t3,0.04984310598326552
gene_1325,species_3,t0,0.05766760688318761
gene_1325,species_3,t1,0.368297138287339
gene_1325,species_3,t2,0.14606164520021248
gene_1325,species_3,t3,0.21580824177580604
gene_1326,species_1,t0,0.0
gene_1326,species_1,t1,3.3260229829186923
gene_1326,species_1,t2,0.15836443976023357
gene_1326,species_1,t3,0.678971114783802
gene_1326,species_2,t0,0.0
gene_1326,species_2,t1,0.0
gene_1326,species_2,t2,0.0
gene_1326,species_2,t3,0.0
gene_1326,species_3,t0,0.14188654331591508
gene_1326,species_3,t1,0.022277433347483333
gene_1326,species_3,t2,0.34767610120332204
gene_1326,species_3,t3,0.0
gene_1327,species_1,t0,1.2928672032996633
gene_1327,species_1,t1,3.148477155418929
gene_1327,species_1,t2,2.8651358114224386
gene_1327,species_1,t3,2.019248323276947
gene_1327,species_2,t0,0.0
gene_1327,species_2,t1,2.615226537677799
gene_1327,species_2,t2,0.0
gene_1327,species_2,t3,0.0
gene_1327,species_3,t0,0.1933289089466348
gene_1327,species_3,t1,0.28780174456709146
gene_1327,species_3,t2,0.920099039803296
gene_1327,species_3,t3,0.0
gene_1328,species_1,t0,0.637898197492828
gene_1328,species_1,t1,2.9605336276598426
gene_1328,species_1,t2,2.988103557814299
gene_1328,species_1,t3,0.6037968204290488
gene_1328,species_2,t0,0.4457890356738409
gene_1328,species_2,t1,0.891680070506703
gene_1328,species_2,t2,0.0
gene_1328,species_2,t3,2.3487752353896445
gene_1328,species_3,t0,0.0
gene_1328,species_3,t1,0.0
gene_1328,species_3,t2,0.44242095766874256
gene_1328,species_3,t3,0.0
gene_1329,species_1,t0,0.16228608825543223
gene_1329,species_1,t1,0.580072054808845
gene_1329,species_1,t2,0.0
gene_1329,species_1,t3,1.6825746586755084
gene_1329,species_2,t0,0.0
gene_1329,species_2,t1,0.0
gene_1329,species_2,t2,3.3225006908688717
gene_1329,species_2,t3,0.0
gene_1329,species_3,t0,0.0
gene_1329,species_3,t1,0.0
gene_1329,species_3,t2,1.4627837881401737
gene_1329,species_3,t3,0.7167795864273865
gene_1330,species_1,t0,0.6708187005153239
gene_1330,species_1,t1,0.0
gene_1330,species_1,t2,3.7039278474210606
gene_1330,species_1,t3,2.2377889787754213
gene_1330,species_2,t0,0.6420775621092759
gene_1330,species_2,t1,0.0
gene_1330,species_2,t2,3.0437597627169026
gene_1330,species_2,t3,1.6917522437859576
gene_1330,species_3,t0,0.025978936322834892
gene_1330,species_3,t1,0.18854069857856226
gene_1330,species_3,t2,0.0
gene_1330,species_3,t3,0.7906867304395921
gene_1331,species_1,t0,2.929131064758974
gene_1331,species_1,t1,7.588017758041091
gene_1331,species_1,t2,2.1147092336503355
gene_1331,species_1,t3,2.8807651018864795
gene_1331,species_2,t0,0.0
gene_1331,species_2,t1,4.697604372704497
gene_1331,species_2,t2,0.4492315325933802
gene_1331,species_2,t3,1.0854331257037229
gene_1331,species_3,t0,0.20886362472529235
gene_1331,species_3,t1,1.8942291510335247
gene_1331,species_3,t2,0.9124790641105823
gene_1331,species_3,t3,0.0
gene_1332,species_1,t0,0.1966565881968197
gene_1332,species_1,t1,0.7214621097315015
gene_1332,species_1,t2,4.0259305373438385
gene_1332,species_1,t3,0.0
gene_1332,species_2,t0,0.44642792794424124
gene_1332,species_2,t1,0.47503642597497053
gene_1332,species_2,t2,2.9620177115635156
gene_1332,species_2,t3,1.288195222853251
gene_1332,species_3,t0,0.03595788652046885
gene_1332,species_3,t1,0.0
gene_1332,species_3,t2,1.5857706717234628
gene_1332,species_3,t3,0.0
gene_1333,species_1,t0,0.3811541540149477
gene_1333,species_1,t1,1.895411897951608
gene_1333,species_1,t2,1.4608643212919206
gene_1333,species_1,t3,1.2032549412529296
gene_1333,species_2,t0,1.8707722472237602
gene_1333,species_2,t1,2.880367812565705
gene_1333,species_2,t2,1.086983376756196
gene_1333,species_2,t3,1.192166361637326
gene_1333,species_3,t0,0.0
gene_1333,species_3,t1,0.0
gene_1333,species_3,t2,1.4377889461525062
gene_1333,species_3,t3,1.467328614757608
gene_1334,species_1,t0,0.0
gene_1334,species_1,t1,0.0
gene_1334,species_1,t2,1.5996325301108723
gene_1334,species_1,t3,0.0
gene_1334,species_2,t0,0.2547762020444754
gene_1334,species_2,t1,0.3587677682407961
gene_1334,species_2,t2,1.3592365951337675
gene_1334,species_2,t3,0.5845791854732818
gene_1334,species_3,t0,0.0
gene_1334,species_3,t1,0.35366673958548644
gene_1334,species_3,t2,0.0
gene_1334,species_3,t3,0.0
gene_1335,species_1,t0,0.0
gene_1335,species_1,t1,0.0
gene_1335,species_1,t2,1.2048113430160006
gene_1335,species_1,t3,0.9647100127708416
gene_1335,species_2,t0,0.0
gene_1335,species_2,t1,2.832143602004784
gene_1335,species_2,t2,0.0
gene_1335,species_2,t3,0.0
gene_1335,species_3,t0,0.0
gene_1335,species_3,t1,0.37898465189738456
gene_1335,species_3,t2,0.2934438433285849
gene_1335,species_3,t3,0.0
gene_1336,species_1,t0,1.1049726084910152
gene_1336,species_1,t1,1.0176853311343268
gene_1336,species_1,t2,4.3236948355897535
gene_1336,species_1,t3,0.0
gene_1336,species_2,t0,1.4368141744512335
gene_1336,species_2,t1,2.417148456194547
gene_1336,species_2,t2,3.4906681800112236
gene_1336,species_2,t3,1.270699544080229
gene_1336,species_3,t0,0.03493107280644079
gene_1336,species_3,t1,0.7590431487351488
gene_1336,species_3,t2,0.0
gene_1336,species_3,t3,1.0969279511223693
gene_1337,species_1,t0,0.0
gene_1337,species_1,t1,0.8128323055273782
gene_1337,species_1,t2,1.495906619959663
gene_1337,species_1,t3,0.931787982066305
gene_1337,species_2,t0,0.0
gene_1337,species_2,t1,0.0
gene_1337,species_2,t2,0.0
gene_1337,species_2,t3,0.3710673793136233
gene_1337,species_3,t0,0.0
gene_1337,species_3,t1,0.0
gene_1337,species_3,t2,0.0
gene_1337,species_3,t3,0.0
gene_1338,species_1,t0,0.8575731299765175
gene_1338,species_1,t1,3.095591417833299
gene_1338,species_1,t2,0.0
gene_1338,species_1,t3,0.0
gene_1338,species_2,t0,0.1677471392682114
gene_1338,species_2,t1,0.060228904326768
gene_1338,species_2,t2,1.3917006925077522
gene_1338,species_2,t3,0.0
gene_1338,species_3,t0,0.34972918261678754
gene_1338,species_3,t1,2.270978271788101
gene_1338,species_3,t2,0.5773122189165699
gene_1338,species_3,t3,0.8305883115625412
gene_1339,species_1,t0,0.5661816702580014
gene_1339,species_1,t1,0.0
gene_1339,species_1,t2,0.0
gene_1339,species_1,t3,0.0
gene_1339,species_2,t0,0.5734834074023316
gene_1339,species_2,t1,1.4467178008807329
gene_1339,species_2,t2,0.47865987593643133
gene_1339,species_2,t3,0.0
gene_1339,species_3,t0,0.013617107515068522
gene_1339,species_3,t1,0.0
gene_1339,species_3,t2,0.2707086461582087
gene_1339,species_3,t3,0.0
gene_1340,species_1,t0,0.0
gene_1340,species_1,t1,1.1335370065799584
gene_1340,species_1,t2,1.683632068751401
gene_1340,species_1,t3,1.1222561808744516
gene_1340,species_2,t0,0.2455730886620585
gene_1340,species_2,t1,0.3880275444856906
gene_1340,species_2,t2,0.0
gene_1340,species_2,t3,0.30736971190294465
gene_1340,species_3,t0,0.1630482735750874
gene_1340,species_3,t1,0.8180518481573098
gene_1340,species_3,t2,0.7233393689842801
gene_1340,species_3,t3,0.0
gene_1341,species_1,t0,1.2521381713733633
gene_1341,species_1,t1,1.0433614152056099
gene_1341,species_1,t2,0.0
gene_1341,species_1,t3,2.1922824498987414
gene_1341,species_2,t0,2.57424718427338
gene_1341,species_2,t1,4.149349755390919
gene_1341,species_2,t2,1.3442331286002507
gene_1341,species_2,t3,0.35407664109741926
gene_1341,species_3,t0,0.6565291382815601
gene_1341,species_3,t1,3.189912539502995
gene_1341,species_3,t2,2.4866390372142457
gene_1341,species_3,t3,2.0617611339455832
